Species,Time,Plot,Subplot,Termi.assum,Forest
Castanopsis_mekongensis,18mo,7,1,0,Regenerating_forest
Litsea_cubeba,18mo,7,1,0,Regenerating_forest
Castanopsis_mekongensis,36mo,7,1,0,Regenerating_forest
Litsea_cubeba,36mo,7,1,0,Regenerating_forest
Castanopsis_mekongensis,18mo,145,1,0,Regenerating_forest
Litsea_cubeba,18mo,145,1,0,Regenerating_forest
Castanopsis_mekongensis,36mo,145,1,0,Regenerating_forest
Litsea_cubeba,36mo,145,1,0,Regenerating_forest
Castanopsis_mekongensis,18mo,189,1,0,Mature_forest
Litsea_cubeba,18mo,189,1,0,Mature_forest
Castanopsis_mekongensis,36mo,189,1,0,Mature_forest
Litsea_cubeba,36mo,189,1,0,Mature_forest
Castanopsis_mekongensis,18mo,192,1,0,Mature_forest
Litsea_cubeba,18mo,192,1,0,Mature_forest
Castanopsis_mekongensis,36mo,192,1,0,Mature_forest
Litsea_cubeba,36mo,192,1,0,Mature_forest
Castanopsis_mekongensis,18mo,207,1,0,Open_land
Litsea_cubeba,18mo,207,1,0,Open_land
Castanopsis_mekongensis,36mo,207,1,0,Open_land
Litsea_cubeba,36mo,207,1,0,Open_land
Castanopsis_mekongensis,18mo,49,1,0,Regenerating_forest
Litsea_cubeba,18mo,49,1,0,Regenerating_forest
Castanopsis_mekongensis,36mo,49,1,0,Regenerating_forest
Litsea_cubeba,36mo,49,1,0,Regenerating_forest
Castanopsis_mekongensis,18mo,214,1,0,Mature_forest
Litsea_cubeba,18mo,214,1,0,Mature_forest
Castanopsis_mekongensis,36mo,214,1,0,Mature_forest
Litsea_cubeba,36mo,214,1,0,Mature_forest
Castanopsis_mekongensis,18mo,217,1,0,Mature_forest
Litsea_cubeba,18mo,217,1,0,Mature_forest
Castanopsis_mekongensis,36mo,217,1,0,Mature_forest
Litsea_cubeba,36mo,217,1,0,Mature_forest
Castanopsis_mekongensis,18mo,234,1,0,Regenerating_forest
Litsea_cubeba,18mo,234,1,0,Regenerating_forest
Castanopsis_mekongensis,36mo,234,1,0,Regenerating_forest
Litsea_cubeba,36mo,234,1,0,Regenerating_forest
Castanopsis_mekongensis,18mo,240,1,0,Mature_forest
Litsea_cubeba,18mo,240,1,0,Mature_forest
Castanopsis_mekongensis,36mo,240,1,0,Mature_forest
Litsea_cubeba,36mo,240,1,0,Mature_forest
Castanopsis_mekongensis,18mo,259,1,0,Regenerating_forest
Litsea_cubeba,18mo,259,1,0,Regenerating_forest
Castanopsis_mekongensis,36mo,259,1,0,Regenerating_forest
Litsea_cubeba,36mo,259,1,0,Regenerating_forest
Castanopsis_mekongensis,18mo,271,1,0,Regenerating_forest
Litsea_cubeba,18mo,271,1,0,Regenerating_forest
Castanopsis_mekongensis,36mo,271,1,0,Regenerating_forest
Litsea_cubeba,36mo,271,1,0,Regenerating_forest
Castanopsis_mekongensis,18mo,357,1,0,Open_land
Litsea_cubeba,18mo,357,1,0,Open_land
Castanopsis_mekongensis,36mo,357,1,0,Open_land
Litsea_cubeba,36mo,357,1,0,Open_land
Castanopsis_mekongensis,18mo,365,1,0,Mature_forest
Litsea_cubeba,18mo,365,1,0,Mature_forest
Castanopsis_mekongensis,36mo,365,1,0,Mature_forest
Litsea_cubeba,36mo,365,1,0,Mature_forest
Castanopsis_mekongensis,18mo,58,1,0,Regenerating_forest
Litsea_cubeba,18mo,58,1,0,Regenerating_forest
Castanopsis_mekongensis,36mo,58,1,0,Regenerating_forest
Litsea_cubeba,36mo,58,1,0,Regenerating_forest
Castanopsis_mekongensis,18mo,372,1,0,Regenerating_forest
Litsea_cubeba,18mo,372,1,0,Regenerating_forest
Castanopsis_mekongensis,36mo,372,1,0,Regenerating_forest
Litsea_cubeba,36mo,372,1,0,Regenerating_forest
Castanopsis_mekongensis,18mo,381,1,0,Regenerating_forest
Litsea_cubeba,18mo,381,1,0,Regenerating_forest
Castanopsis_mekongensis,36mo,381,1,0,Regenerating_forest
Litsea_cubeba,36mo,381,1,0,Regenerating_forest
Castanopsis_mekongensis,18mo,382,1,0,Open_land
Litsea_cubeba,18mo,382,1,0,Open_land
Castanopsis_mekongensis,36mo,382,1,0,Open_land
Litsea_cubeba,36mo,382,1,0,Open_land
Castanopsis_mekongensis,18mo,398,1,0,Mature_forest
Litsea_cubeba,18mo,398,1,0,Mature_forest
Castanopsis_mekongensis,36mo,398,1,0,Mature_forest
Litsea_cubeba,36mo,398,1,0,Mature_forest
Castanopsis_mekongensis,18mo,404,1,0,Mature_forest
Litsea_cubeba,18mo,404,1,0,Mature_forest
Castanopsis_mekongensis,36mo,404,1,0,Mature_forest
Litsea_cubeba,36mo,404,1,0,Mature_forest
Castanopsis_mekongensis,18mo,405,1,0,Regenerating_forest
Litsea_cubeba,18mo,405,1,0,Regenerating_forest
Castanopsis_mekongensis,36mo,405,1,0,Regenerating_forest
Litsea_cubeba,36mo,405,1,0,Regenerating_forest
Castanopsis_mekongensis,18mo,75,1,0,Mature_forest
Litsea_cubeba,18mo,75,1,0,Mature_forest
Castanopsis_mekongensis,36mo,75,1,0,Mature_forest
Litsea_cubeba,36mo,75,1,0,Mature_forest
Castanopsis_mekongensis,18mo,83,1,0,Regenerating_forest
Litsea_cubeba,18mo,83,1,0,Regenerating_forest
Castanopsis_mekongensis,36mo,83,1,0,Regenerating_forest
Litsea_cubeba,36mo,83,1,0,Regenerating_forest
Castanopsis_mekongensis,18mo,90,1,0,Regenerating_forest
Litsea_cubeba,18mo,90,1,0,Regenerating_forest
Castanopsis_mekongensis,36mo,90,1,0,Regenerating_forest
Litsea_cubeba,36mo,90,1,0,Regenerating_forest
Castanopsis_mekongensis,18mo,107,1,0,Mature_forest
Litsea_cubeba,18mo,107,1,0,Mature_forest
Castanopsis_mekongensis,36mo,107,1,0,Mature_forest
Litsea_cubeba,36mo,107,1,0,Mature_forest
Castanopsis_mekongensis,18mo,119,1,0,Open_land
Litsea_cubeba,18mo,119,1,0,Open_land
Castanopsis_mekongensis,36mo,119,1,0,Open_land
Litsea_cubeba,36mo,119,1,0,Open_land
Castanopsis_mekongensis,18mo,126,1,0,Open_land
Litsea_cubeba,18mo,126,1,0,Open_land
Castanopsis_mekongensis,36mo,126,1,0,Open_land
Litsea_cubeba,36mo,126,1,0,Open_land
Castanopsis_mekongensis,18mo,7,3,0,Regenerating_forest
Litsea_cubeba,18mo,7,3,0,Regenerating_forest
Castanopsis_mekongensis,36mo,7,3,0,Regenerating_forest
Litsea_cubeba,36mo,7,3,0,Regenerating_forest
Castanopsis_mekongensis,18mo,145,3,0,Regenerating_forest
Litsea_cubeba,18mo,145,3,0,Regenerating_forest
Castanopsis_mekongensis,36mo,145,3,0,Regenerating_forest
Litsea_cubeba,36mo,145,3,0,Regenerating_forest
Castanopsis_mekongensis,18mo,189,3,0,Mature_forest
Litsea_cubeba,18mo,189,3,0,Mature_forest
Castanopsis_mekongensis,36mo,189,3,0,Mature_forest
Litsea_cubeba,36mo,189,3,0,Mature_forest
Castanopsis_mekongensis,18mo,192,3,0,Mature_forest
Litsea_cubeba,18mo,192,3,0,Mature_forest
Castanopsis_mekongensis,36mo,192,3,0,Mature_forest
Litsea_cubeba,36mo,192,3,0,Mature_forest
Castanopsis_mekongensis,18mo,207,3,0,Open_land
Litsea_cubeba,18mo,207,3,0,Open_land
Castanopsis_mekongensis,36mo,207,3,0,Open_land
Litsea_cubeba,36mo,207,3,0,Open_land
Castanopsis_mekongensis,18mo,49,3,0,Regenerating_forest
Litsea_cubeba,18mo,49,3,0,Regenerating_forest
Castanopsis_mekongensis,36mo,49,3,0,Regenerating_forest
Litsea_cubeba,36mo,49,3,0,Regenerating_forest
Castanopsis_mekongensis,18mo,214,3,0,Mature_forest
Litsea_cubeba,18mo,214,3,0,Mature_forest
Castanopsis_mekongensis,36mo,214,3,0,Mature_forest
Litsea_cubeba,36mo,214,3,0,Mature_forest
Castanopsis_mekongensis,18mo,217,3,0,Mature_forest
Litsea_cubeba,18mo,217,3,0,Mature_forest
Castanopsis_mekongensis,36mo,217,3,0,Mature_forest
Litsea_cubeba,36mo,217,3,0,Mature_forest
Castanopsis_mekongensis,18mo,234,3,0,Regenerating_forest
Litsea_cubeba,18mo,234,3,0,Regenerating_forest
Castanopsis_mekongensis,36mo,234,3,0,Regenerating_forest
Litsea_cubeba,36mo,234,3,0,Regenerating_forest
Castanopsis_mekongensis,18mo,240,3,0,Mature_forest
Litsea_cubeba,18mo,240,3,0,Mature_forest
Castanopsis_mekongensis,36mo,240,3,0,Mature_forest
Litsea_cubeba,36mo,240,3,0,Mature_forest
Castanopsis_mekongensis,18mo,259,3,0,Regenerating_forest
Litsea_cubeba,18mo,259,3,0,Regenerating_forest
Castanopsis_mekongensis,36mo,259,3,0,Regenerating_forest
Litsea_cubeba,36mo,259,3,0,Regenerating_forest
Castanopsis_mekongensis,18mo,271,3,0,Regenerating_forest
Litsea_cubeba,18mo,271,3,0,Regenerating_forest
Castanopsis_mekongensis,36mo,271,3,0,Regenerating_forest
Litsea_cubeba,36mo,271,3,0,Regenerating_forest
Castanopsis_mekongensis,18mo,357,3,0,Open_land
Litsea_cubeba,18mo,357,3,0,Open_land
Castanopsis_mekongensis,36mo,357,3,0,Open_land
Litsea_cubeba,36mo,357,3,0,Open_land
Castanopsis_mekongensis,18mo,365,3,0,Mature_forest
Litsea_cubeba,18mo,365,3,0,Mature_forest
Castanopsis_mekongensis,36mo,365,3,0,Mature_forest
Litsea_cubeba,36mo,365,3,0,Mature_forest
Castanopsis_mekongensis,18mo,58,3,0,Regenerating_forest
Litsea_cubeba,18mo,58,3,0,Regenerating_forest
Castanopsis_mekongensis,36mo,58,3,0,Regenerating_forest
Litsea_cubeba,36mo,58,3,0,Regenerating_forest
Castanopsis_mekongensis,18mo,372,3,0,Regenerating_forest
Litsea_cubeba,18mo,372,3,0,Regenerating_forest
Castanopsis_mekongensis,36mo,372,3,0,Regenerating_forest
Litsea_cubeba,36mo,372,3,0,Regenerating_forest
Castanopsis_mekongensis,18mo,381,3,0,Regenerating_forest
Litsea_cubeba,18mo,381,3,0,Regenerating_forest
Castanopsis_mekongensis,36mo,381,3,0,Regenerating_forest
Litsea_cubeba,36mo,381,3,0,Regenerating_forest
Castanopsis_mekongensis,18mo,382,3,0,Open_land
Litsea_cubeba,18mo,382,3,0,Open_land
Castanopsis_mekongensis,36mo,382,3,0,Open_land
Litsea_cubeba,36mo,382,3,0,Open_land
Castanopsis_mekongensis,18mo,398,3,0,Mature_forest
Litsea_cubeba,18mo,398,3,0,Mature_forest
Castanopsis_mekongensis,36mo,398,3,0,Mature_forest
Litsea_cubeba,36mo,398,3,0,Mature_forest
Castanopsis_mekongensis,18mo,404,3,0,Mature_forest
Litsea_cubeba,18mo,404,3,0,Mature_forest
Castanopsis_mekongensis,36mo,404,3,0,Mature_forest
Litsea_cubeba,36mo,404,3,0,Mature_forest
Castanopsis_mekongensis,18mo,405,3,0,Regenerating_forest
Litsea_cubeba,18mo,405,3,0,Regenerating_forest
Castanopsis_mekongensis,36mo,405,3,0,Regenerating_forest
Litsea_cubeba,36mo,405,3,0,Regenerating_forest
Castanopsis_mekongensis,18mo,75,3,0,Mature_forest
Litsea_cubeba,18mo,75,3,0,Mature_forest
Castanopsis_mekongensis,36mo,75,3,0,Mature_forest
Litsea_cubeba,36mo,75,3,0,Mature_forest
Castanopsis_mekongensis,18mo,83,3,0,Regenerating_forest
Litsea_cubeba,18mo,83,3,0,Regenerating_forest
Castanopsis_mekongensis,36mo,83,3,0,Regenerating_forest
Litsea_cubeba,36mo,83,3,0,Regenerating_forest
Castanopsis_mekongensis,18mo,90,3,0,Regenerating_forest
Litsea_cubeba,18mo,90,3,0,Regenerating_forest
Castanopsis_mekongensis,36mo,90,3,0,Regenerating_forest
Litsea_cubeba,36mo,90,3,0,Regenerating_forest
Castanopsis_mekongensis,18mo,107,3,0,Mature_forest
Litsea_cubeba,18mo,107,3,0,Mature_forest
Castanopsis_mekongensis,36mo,107,3,0,Mature_forest
Litsea_cubeba,36mo,107,3,0,Mature_forest
Castanopsis_mekongensis,18mo,119,3,0,Open_land
Litsea_cubeba,18mo,119,3,0,Open_land
Castanopsis_mekongensis,36mo,119,3,0,Open_land
Litsea_cubeba,36mo,119,3,0,Open_land
Castanopsis_mekongensis,18mo,126,3,0,Open_land
Litsea_cubeba,18mo,126,3,0,Open_land
Castanopsis_mekongensis,36mo,126,3,0,Open_land
Litsea_cubeba,36mo,126,3,0,Open_land
Castanopsis_mekongensis,18mo,7,7,0,Regenerating_forest
Litsea_cubeba,18mo,7,7,0,Regenerating_forest
Castanopsis_mekongensis,36mo,7,7,0,Regenerating_forest
Litsea_cubeba,36mo,7,7,0,Regenerating_forest
Castanopsis_mekongensis,18mo,145,7,0,Regenerating_forest
Litsea_cubeba,18mo,145,7,0,Regenerating_forest
Castanopsis_mekongensis,36mo,145,7,0,Regenerating_forest
Litsea_cubeba,36mo,145,7,0,Regenerating_forest
Castanopsis_mekongensis,18mo,189,7,0,Mature_forest
Litsea_cubeba,18mo,189,7,0,Mature_forest
Castanopsis_mekongensis,36mo,189,7,0,Mature_forest
Litsea_cubeba,36mo,189,7,0,Mature_forest
Castanopsis_mekongensis,18mo,192,7,0,Mature_forest
Litsea_cubeba,18mo,192,7,0,Mature_forest
Castanopsis_mekongensis,36mo,192,7,0,Mature_forest
Litsea_cubeba,36mo,192,7,0,Mature_forest
Castanopsis_mekongensis,18mo,207,7,0,Open_land
Litsea_cubeba,18mo,207,7,0,Open_land
Castanopsis_mekongensis,36mo,207,7,0,Open_land
Litsea_cubeba,36mo,207,7,0,Open_land
Castanopsis_mekongensis,18mo,49,7,0,Regenerating_forest
Litsea_cubeba,18mo,49,7,0,Regenerating_forest
Castanopsis_mekongensis,36mo,49,7,0,Regenerating_forest
Litsea_cubeba,36mo,49,7,0,Regenerating_forest
Castanopsis_mekongensis,18mo,214,7,0,Mature_forest
Litsea_cubeba,18mo,214,7,0,Mature_forest
Castanopsis_mekongensis,36mo,214,7,0,Mature_forest
Litsea_cubeba,36mo,214,7,0,Mature_forest
Castanopsis_mekongensis,18mo,217,7,0,Mature_forest
Litsea_cubeba,18mo,217,7,0,Mature_forest
Castanopsis_mekongensis,36mo,217,7,0,Mature_forest
Litsea_cubeba,36mo,217,7,0,Mature_forest
Castanopsis_mekongensis,18mo,234,7,0,Regenerating_forest
Litsea_cubeba,18mo,234,7,0,Regenerating_forest
Castanopsis_mekongensis,36mo,234,7,0,Regenerating_forest
Litsea_cubeba,36mo,234,7,0,Regenerating_forest
Castanopsis_mekongensis,18mo,240,7,0,Mature_forest
Litsea_cubeba,18mo,240,7,0,Mature_forest
Castanopsis_mekongensis,36mo,240,7,0,Mature_forest
Litsea_cubeba,36mo,240,7,0,Mature_forest
Castanopsis_mekongensis,18mo,259,7,0,Regenerating_forest
Litsea_cubeba,18mo,259,7,0,Regenerating_forest
Castanopsis_mekongensis,36mo,259,7,0,Regenerating_forest
Litsea_cubeba,36mo,259,7,0,Regenerating_forest
Castanopsis_mekongensis,18mo,271,7,0,Regenerating_forest
Litsea_cubeba,18mo,271,7,0,Regenerating_forest
Castanopsis_mekongensis,36mo,271,7,0,Regenerating_forest
Litsea_cubeba,36mo,271,7,0,Regenerating_forest
Castanopsis_mekongensis,18mo,357,7,0,Open_land
Litsea_cubeba,18mo,357,7,0,Open_land
Castanopsis_mekongensis,36mo,357,7,0,Open_land
Litsea_cubeba,36mo,357,7,0,Open_land
Castanopsis_mekongensis,18mo,365,7,0,Mature_forest
Litsea_cubeba,18mo,365,7,0,Mature_forest
Castanopsis_mekongensis,36mo,365,7,0,Mature_forest
Litsea_cubeba,36mo,365,7,0,Mature_forest
Castanopsis_mekongensis,18mo,58,7,0,Regenerating_forest
Litsea_cubeba,18mo,58,7,0,Regenerating_forest
Castanopsis_mekongensis,36mo,58,7,0,Regenerating_forest
Litsea_cubeba,36mo,58,7,0,Regenerating_forest
Castanopsis_mekongensis,18mo,372,7,0,Regenerating_forest
Litsea_cubeba,18mo,372,7,0,Regenerating_forest
Castanopsis_mekongensis,36mo,372,7,0,Regenerating_forest
Litsea_cubeba,36mo,372,7,0,Regenerating_forest
Castanopsis_mekongensis,18mo,381,7,0,Regenerating_forest
Litsea_cubeba,18mo,381,7,0,Regenerating_forest
Castanopsis_mekongensis,36mo,381,7,0,Regenerating_forest
Litsea_cubeba,36mo,381,7,0,Regenerating_forest
Castanopsis_mekongensis,18mo,382,7,0,Open_land
Litsea_cubeba,18mo,382,7,0,Open_land
Castanopsis_mekongensis,36mo,382,7,0,Open_land
Litsea_cubeba,36mo,382,7,0,Open_land
Castanopsis_mekongensis,18mo,398,7,0,Mature_forest
Litsea_cubeba,18mo,398,7,0,Mature_forest
Castanopsis_mekongensis,36mo,398,7,0,Mature_forest
Litsea_cubeba,36mo,398,7,0,Mature_forest
Castanopsis_mekongensis,18mo,404,7,0,Mature_forest
Litsea_cubeba,18mo,404,7,0,Mature_forest
Castanopsis_mekongensis,36mo,404,7,0,Mature_forest
Litsea_cubeba,36mo,404,7,0,Mature_forest
Castanopsis_mekongensis,18mo,405,7,0,Regenerating_forest
Litsea_cubeba,18mo,405,7,0,Regenerating_forest
Castanopsis_mekongensis,36mo,405,7,0,Regenerating_forest
Litsea_cubeba,36mo,405,7,0,Regenerating_forest
Castanopsis_mekongensis,18mo,75,7,0,Mature_forest
Litsea_cubeba,18mo,75,7,0,Mature_forest
Castanopsis_mekongensis,36mo,75,7,0,Mature_forest
Litsea_cubeba,36mo,75,7,0,Mature_forest
Castanopsis_mekongensis,18mo,83,7,0,Regenerating_forest
Litsea_cubeba,18mo,83,7,0,Regenerating_forest
Castanopsis_mekongensis,36mo,83,7,0,Regenerating_forest
Litsea_cubeba,36mo,83,7,0,Regenerating_forest
Castanopsis_mekongensis,18mo,90,7,0,Regenerating_forest
Litsea_cubeba,18mo,90,7,0,Regenerating_forest
Castanopsis_mekongensis,36mo,90,7,0,Regenerating_forest
Litsea_cubeba,36mo,90,7,0,Regenerating_forest
Castanopsis_mekongensis,18mo,107,7,0,Mature_forest
Litsea_cubeba,18mo,107,7,0,Mature_forest
Castanopsis_mekongensis,36mo,107,7,0,Mature_forest
Litsea_cubeba,36mo,107,7,0,Mature_forest
Castanopsis_mekongensis,18mo,119,7,0,Open_land
Litsea_cubeba,18mo,119,7,0,Open_land
Castanopsis_mekongensis,36mo,119,7,0,Open_land
Litsea_cubeba,36mo,119,7,0,Open_land
Castanopsis_mekongensis,18mo,126,7,0,Open_land
Litsea_cubeba,18mo,126,7,0,Open_land
Castanopsis_mekongensis,36mo,126,7,0,Open_land
Litsea_cubeba,36mo,126,7,0,Open_land
Castanopsis_mekongensis,18mo,7,9,0,Regenerating_forest
Litsea_cubeba,18mo,7,9,0,Regenerating_forest
Castanopsis_mekongensis,36mo,7,9,0,Regenerating_forest
Litsea_cubeba,36mo,7,9,0,Regenerating_forest
Castanopsis_mekongensis,18mo,145,9,0,Regenerating_forest
Litsea_cubeba,18mo,145,9,0,Regenerating_forest
Castanopsis_mekongensis,36mo,145,9,0,Regenerating_forest
Litsea_cubeba,36mo,145,9,0,Regenerating_forest
Castanopsis_mekongensis,18mo,189,9,0,Mature_forest
Litsea_cubeba,18mo,189,9,0,Mature_forest
Castanopsis_mekongensis,36mo,189,9,0,Mature_forest
Litsea_cubeba,36mo,189,9,0,Mature_forest
Castanopsis_mekongensis,18mo,192,9,0,Mature_forest
Litsea_cubeba,18mo,192,9,0,Mature_forest
Castanopsis_mekongensis,36mo,192,9,0,Mature_forest
Litsea_cubeba,36mo,192,9,0,Mature_forest
Castanopsis_mekongensis,18mo,207,9,0,Open_land
Litsea_cubeba,18mo,207,9,0,Open_land
Castanopsis_mekongensis,36mo,207,9,0,Open_land
Litsea_cubeba,36mo,207,9,0,Open_land
Castanopsis_mekongensis,18mo,49,9,0,Regenerating_forest
Litsea_cubeba,18mo,49,9,0,Regenerating_forest
Castanopsis_mekongensis,36mo,49,9,0,Regenerating_forest
Litsea_cubeba,36mo,49,9,0,Regenerating_forest
Castanopsis_mekongensis,18mo,214,9,0,Mature_forest
Litsea_cubeba,18mo,214,9,0,Mature_forest
Castanopsis_mekongensis,36mo,214,9,0,Mature_forest
Litsea_cubeba,36mo,214,9,0,Mature_forest
Castanopsis_mekongensis,18mo,217,9,0,Mature_forest
Litsea_cubeba,18mo,217,9,0,Mature_forest
Castanopsis_mekongensis,36mo,217,9,0,Mature_forest
Litsea_cubeba,36mo,217,9,0,Mature_forest
Castanopsis_mekongensis,18mo,234,9,0,Regenerating_forest
Litsea_cubeba,18mo,234,9,0,Regenerating_forest
Castanopsis_mekongensis,36mo,234,9,0,Regenerating_forest
